"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
"315924 (2008 SX85)",3.951,0.1251,8.06,292.94,274.31,3.457,2460000.5,100.83,3.03
"315930 (2008 SG221)",3.935,0.1332,8.91,184.83,34.57,3.411,2460000.5,72.15,3.02
"316145 (2009 SC330)",3.978,0.2126,17.54,99.29,216.54,3.132,2460000.5,290.16,2.94
"316206 (2010 MU74)",3.925,0.2441,10.59,92.15,262.54,2.967,2460000.5,221.46,2.98
"316522 (2010 VP193)",3.925,0.0740,3.22,123.80,226.28,3.635,2460000.5,267.33,3.06
"316539 (2010 WN68)",3.999,0.0970,2.26,345.96,178.69,3.611,2460000.5,110.68,3.04
"317051 (2001 SH60)",3.978,0.1918,8.94,336.87,345.15,3.215,2460000.5,287.76,3
"317150 (2001 UC228)",3.954,0.2154,2.82,0.22,92.75,3.103,2460000.5,208.82,3.02
"318008 (2004 CN83)",3.939,0.1465,0.81,95.99,80.31,3.362,2460000.5,136.30,3.04
"318009 (2004 CD92)",3.962,0.1277,7.74,240.56,303.81,3.456,2460000.5,121.20,3.03
"318011 (2004 CV99)",3.966,0.1597,10.86,9.73,122.57,3.333,2460000.5,170.59,3
"318014 (2004 DE2)",3.945,0.2009,8.86,337.41,160.21,3.152,2460000.5,168.17,3
"318479 (2005 EF75)",3.944,0.1441,3.65,355.30,235.03,3.376,2460000.5,63.46,3.04
"318673 (2005 PY9)",3.98,0.1819,0.05,166.74,145.76,3.256,2460000.5,83.34,3.03
"318926 (2005 UY91)",3.994,0.1304,8.60,11.36,165.41,3.473,2460000.5,303.57,3.02
"319193 (2005 YV154)",3.983,0.2222,3.62,55.06,32.92,3.098,2460000.5,79.55,3.01
"319427 (2006 HC102)",3.968,0.0401,4.04,121.34,201.79,3.808,2460000.5,321.45,3.05
"319430 (2006 HH140)",3.962,0.0530,4.61,59.02,198.56,3.752,2460000.5,27.02,3.05
"319439 (2006 KN4)",3.955,0.1302,2.72,90.62,152.46,3.441,2460000.5,42.47,3.04
"321605 (2009 VQ11)",3.97,0.0964,2.15,257.38,240.83,3.587,2460000.5,163.62,3.05
"321630 (2009 WO150)",3.972,0.0975,8.97,199.92,278.27,3.584,2460000.5,190.18,3.03
"321678 (2010 DY42)",3.994,0.1425,1.07,267.59,11.41,3.425,2460000.5,131.73,3.04
"321771 (2010 OC47)",3.951,0.2565,2.80,333.05,343.70,2.937,2460000.5,251.26,3
"322208 (2011 AK14)",3.952,0.1894,3.67,50.35,59.17,3.203,2460000.5,200.77,3.02
"322215 (2011 AR47)",3.94,0.1739,2.23,199.27,317.08,3.255,2460000.5,168.37,3.03
"322356 (2011 KC4)",3.948,0.1424,4.93,344.20,282.73,3.386,2460000.5,155.57,3.04
"323417 (2004 EQ1)",3.973,0.1394,8.85,354.43,168.00,3.419,2460000.5,145.95,3.02
"323685 (2005 GC6)",3.935,0.1097,7.23,65.48,105.11,3.504,2460000.5,134.12,3.04
"323775 (2005 QF48)",3.988,0.2777,8.88,124.14,187.45,2.881,2460000.5,90.53,2.97
"325385 (2008 SG276)",3.952,0.0726,9.19,170.21,32.13,3.665,2460000.5,111.93,3.03
"325645 (2009 SR323)",3.917,0.1757,1.19,87.17,43.21,3.229,2460000.5,177.29,3.04
"325700 (2009 UT51)",3.962,0.2307,7.63,38.36,89.67,3.048,2460000.5,186.93,3
"325715 (2009 UG102)",3.957,0.1840,4.42,83.20,14.82,3.229,2460000.5,198.13,3.02
"326064 (2011 AO47)",3.981,0.1619,3.35,154.36,333.10,3.337,2460000.5,179.06,3.03
"326069 (2011 AM59)",3.979,0.1202,3.81,125.86,11.20,3.501,2460000.5,174.15,3.04
"326077 (2011 AA75)",3.981,0.1369,13.28,341.88,166.05,3.436,2460000.5,172.47,2.99
"326084 (2011 BJ28)",3.935,0.2012,2.54,354.61,80.32,3.143,2460000.5,234.84,3.02
"326099 (2011 BR103)",3.974,0.0875,2.29,340.30,161.33,3.626,2460000.5,175.03,3.05
"326104 (2011 CQ32)",3.835,0.0462,4.55,308.13,66.75,3.658,2460000.5,330.54,3.07
"326106 (2011 CG34)",3.938,0.1603,3.98,144.83,18.27,3.306,2460000.5,171.25,3.04
"326110 (2011 EH21)",3.991,0.1528,3.13,75.31,71.22,3.382,2460000.5,188.36,3.03
"326117 (2011 UW313)",3.99,0.1501,3.94,97.09,291.50,3.391,2460000.5,167.10,3.03
"327662 (2006 QT98)",3.975,0.2168,3.19,223.76,117.94,3.113,2460000.5,35.57,3.01
"327714 (2006 SG135)",3.934,0.2683,9.41,33.63,315.70,2.878,2460000.5,36.76,2.98
"327764 (2006 UL54)",3.957,0.3237,5.67,297.43,42.60,2.676,2460000.5,52.03,2.96
"328054 (2007 TS145)",3.982,0.1787,2.99,70.63,305.86,3.270,2460000.5,353.56,3.03
"328414 (2008 SP126)",3.951,0.1218,3.67,246.60,244.14,3.470,2460000.5,212.51,3.04
"328442 (2008 TX58)",3.932,0.0600,2.58,70.99,76.40,3.696,2460000.5,188.07,3.06
"328445 (2008 TD71)",3.956,0.0897,8.96,184.43,268.99,3.601,2460000.5,247.99,3.03
"328451 (2008 TQ113)",3.961,0.1293,3.77,101.27,329.73,3.449,2460000.5,264.50,3.04
"328454 (2008 TY175)",3.943,0.1154,13.84,196.90,301.50,3.488,2460000.5,189.44,3
"328770 (2009 UX107)",3.951,0.2089,3.63,53.43,35.37,3.126,2460000.5,223.65,3.02
"328839 (2009 WE60)",3.973,0.1794,9.76,76.72,41.14,3.260,2460000.5,203.65,3
"328841 (2009 WY71)",3.974,0.1940,3.65,195.61,289.08,3.203,2460000.5,195.89,3.02
"328881 (2010 CO130)",3.969,0.1811,8.31,217.30,254.68,3.250,2460000.5,210.32,3.01
"329033 (2011 AV30)",3.954,0.1226,1.79,317.02,195.27,3.469,2460000.5,169.97,3.04
"329065 (2011 AS76)",3.959,0.1944,3.90,84.57,24.96,3.190,2460000.5,200.93,3.02
"329113 (2011 CQ18)",3.981,0.2341,5.08,25.54,96.16,3.049,2460000.5,197.28,3
"329241 (2012 FT56)",3.951,0.0268,12.93,173.75,329.59,3.845,2460000.5,174.75,3.02
"329919 (2005 MM51)",3.952,0.2712,8.47,262.41,57.03,2.880,2460000.5,75.27,2.98
"329921 (2005 NA13)",3.96,0.2441,3.98,112.37,237.25,2.994,2460000.5,59.93,3
"329924 (2005 NP21)",3.99,0.2792,5.25,181.67,167.71,2.876,2460000.5,54.02,2.98
"329927 (2005 NN78)",3.968,0.2436,3.74,124.42,183.49,3.001,2460000.5,81.14,3
"329938 (2005 PF9)",3.971,0.2931,3.51,136.27,193.35,2.807,2460000.5,75.54,2.98
"329939 (2005 PF19)",3.932,0.2219,0.92,203.79,115.26,3.060,2460000.5,88.40,3.02
"330252 (2006 RZ39)",3.964,0.3173,5.50,47.77,319.23,2.706,2460000.5,31.36,2.96
"330303 (2006 TW74)",3.986,0.2549,1.62,318.90,9.82,2.970,2460000.5,58.44,3
"330373 (2006 WD102)",3.969,0.2809,10.53,110.84,226.63,2.854,2460000.5,67.07,2.96
"330514 (2007 RB84)",3.971,0.2795,4.00,128.57,259.30,2.861,2460000.5,330.19,2.98
"330516 (2007 RZ302)",3.965,0.2449,4.08,100.01,285.11,2.994,2460000.5,337.11,3
"330522 (2007 TO127)",3.991,0.2232,3.16,164.96,208.84,3.100,2460000.5,351.10,3.01
"330526 (2007 TL245)",3.933,0.2889,4.06,87.24,278.25,2.797,2460000.5,9.24,2.98
"330528 (2007 UC47)",3.995,0.1841,9.98,64.19,307.12,3.260,2460000.5,338.51,3
"330780 (2008 TZ54)",3.971,0.2008,12.25,207.07,260.72,3.174,2460000.5,232.49,2.98
"330822 (2008 WA91)",3.978,0.2680,10.04,206.31,215.60,2.912,2460000.5,269.75,2.97
"331275 (2011 CT88)",3.96,0.2232,11.70,173.33,310.30,3.076,2460000.5,210.08,2.98
"331280 (2011 DV15)",3.97,0.2131,11.77,154.52,305.80,3.124,2460000.5,224.77,2.98
"331483 (1998 SY49)",3.937,0.2654,0.62,14.40,334.40,2.892,2460000.5,58.23,3
"332014 (2005 NT47)",3.97,0.2402,2.97,17.74,311.03,3.016,2460000.5,64.78,3
"332019 (2005 NP122)",3.973,0.2990,7.80,248.19,71.31,2.785,2460000.5,89.99,2.96
"332262 (2006 RN37)",3.963,0.2271,3.65,136.60,205.68,3.063,2460000.5,45.59,3.01
"332275 (2006 SZ181)",3.953,0.2040,10.38,136.24,219.86,3.147,2460000.5,46.07,3
"332288 (2006 TE17)",3.977,0.2642,3.47,42.40,314.39,2.926,2460000.5,44.17,2.99
"332294 (2006 UG15)",3.991,0.2748,9.13,207.11,148.57,2.894,2460000.5,50.40,2.97
"332296 (2006 UK92)",3.962,0.2089,3.81,66.30,249.79,3.134,2460000.5,80.55,3.02
"333171 (2012 CD51)",3.969,0.0989,3.16,165.98,37.43,3.576,2460000.5,97.75,3.05
"333537 (2005 SC180)",3.943,0.2301,3.17,297.48,23.59,3.036,2460000.5,118.72,3.01
"333543 (2005 TL81)",3.993,0.1794,3.15,279.13,348.74,3.277,2460000.5,149.47,3.02
"334429 (2002 GQ47)",3.956,0.0489,8.95,23.81,251.79,3.763,2460000.5,168.88,3.04
"334549 (2002 SU29)",3.992,0.2985,8.92,26.04,349.97,2.801,2460000.5,195.37,2.96
"334863 (2003 UH131)",3.95,0.3083,8.66,280.87,96.92,2.732,2460000.5,178.70,2.96
"335366 (2005 SK145)",3.93,0.1608,3.74,58.72,227.79,3.298,2460000.5,149.95,3.04
"335452 (2005 UD456)",3.945,0.2353,7.48,296.43,163.63,3.017,2460000.5,33.72,3
"335453 (2005 UC508)",3.957,0.2221,13.71,203.33,88.62,3.078,2460000.5,138.33,2.97
"335455 (2005 UO518)",3.994,0.2732,10.01,103.17,209.23,2.903,2460000.5,112.44,2.96
"336541 (2009 BS38)",3.957,0.1217,4.15,109.74,138.27,3.476,2460000.5,186.38,3.04
"336549 (2009 CT33)",3.942,0.1586,1.75,238.43,37.32,3.317,2460000.5,164.27,3.04
"336754 (2010 KK63)",3.949,0.2441,3.22,167.99,208.49,2.985,2460000.5,187.09,3
"337067 (1998 BU19)",3.988,0.1819,1.68,284.34,151.00,3.262,2460000.5,86.95,3.03
"339136 (2004 SG45)",3.967,0.3315,3.36,243.80,189.67,2.652,2460000.5,85.19,2.96
"339153 (2004 TT28)",3.993,0.2417,10.00,19.57,75.86,3.028,2460000.5,55.47,2.98
"339167 (2004 TE69)",3.951,0.2469,8.86,50.14,8.19,2.975,2460000.5,95.27,2.99
"339183 (2004 TG150)",3.977,0.1901,1.77,251.01,171.52,3.221,2460000.5,82.85,3.02
"339184 (2004 TE156)",3.968,0.2181,3.35,37.02,54.73,3.103,2460000.5,70.72,3.01
"339191 (2004 TB184)",3.985,0.2116,8.64,1.57,98.89,3.142,2460000.5,55.66,3
"339200 (2004 TE224)",3.964,0.2270,1.69,297.75,117.33,3.064,2460000.5,86.68,3.01
"339202 (2004 TK232)",3.983,0.2503,5.29,19.11,29.95,2.986,2460000.5,100.58,2.99
"339885 (2005 TA133)",3.982,0.1944,3.86,62.52,31.57,3.208,2460000.5,73.27,3.02
"339950 (2005 UH140)",3.981,0.0660,4.76,59.32,211.43,3.718,2460000.5,185.70,3.05
"340010 (2005 UN318)",3.986,0.1483,2.17,347.70,246.69,3.395,2460000.5,230.90,3.04
"340028 (2005 UV412)",3.937,0.1501,1.91,141.29,323.76,3.346,2460000.5,45.96,3.04
"340037 (2005 UX476)",3.936,0.1544,5.08,82.52,6.96,3.329,2460000.5,40.78,3.03
"340066 (2005 VD56)",3.974,0.1738,9.15,200.64,317.75,3.283,2460000.5,341.34,3.01
"340082 (2005 WF26)",3.954,0.1943,2.59,4.09,73.07,3.185,2460000.5,64.73,3.02
"340086 (2005 WL33)",3.972,0.2284,11.12,67.87,21.52,3.065,2460000.5,58.07,2.98
"340102 (2005 WS109)",3.95,0.2143,1.84,232.52,221.57,3.103,2460000.5,56.06,3.02
"340107 (2005 WY128)",3.956,0.2138,0.22,64.06,27.44,3.111,2460000.5,51.23,3.02
"340111 (2005 WZ155)",3.969,0.2584,9.90,162.87,292.60,2.943,2460000.5,49.39,2.97
"340121 (2005 WX199)",3.983,0.1311,7.92,260.85,203.26,3.461,2460000.5,45.55,3.02
"340148 (2005 YG62)",3.978,0.2003,4.01,80.22,345.03,3.181,2460000.5,84.97,3.02
"340184 (2005 YN196)",3.952,0.2110,2.40,80.42,334.40,3.118,2460000.5,92.69,3.02
"340215 (2006 AO84)",3.942,0.3058,9.34,46.21,5.74,2.737,2460000.5,108.99,2.96
"340224 (2006 BY50)",3.956,0.2079,1.59,269.61,161.48,3.134,2460000.5,78.55,3.02
"340270 (2006 BL183)",3.956,0.2933,8.32,299.09,142.84,2.796,2460000.5,91.95,2.96
"340886 (2007 CR45)",3.966,0.2305,11.67,149.95,309.71,3.052,2460000.5,36.23,2.98
"340893 (2007 CQ57)",3.94,0.2131,9.38,13.15,66.49,3.100,2460000.5,60.04,3
"340961 (2007 EW92)",3.928,0.2392,1.73,266.67,186.96,2.989,2460000.5,58.16,3.01
"341601 (2007 UW105)",3.989,0.1929,10.76,220.13,136.10,3.219,2460000.5,25.88,2.99
"341830 (2008 CY53)",3.97,0.1586,8.25,293.25,247.87,3.341,2460000.5,295.43,3.02
"341831 (2008 CU64)",3.987,0.0333,3.37,248.74,355.97,3.854,2460000.5,223.73,3.05
"341835 (2008 CB136)",3.974,0.0953,2.32,200.01,16.77,3.595,2460000.5,262.05,3.05
"341838 (2008 CW205)",3.928,0.0656,0.72,44.44,144.26,3.670,2460000.5,299.64,3.06
"341841 (2008 DN52)",3.963,0.1665,9.25,188.82,315.29,3.303,2460000.5,348.75,3.01
"341842 (2008 DG79)",3.945,0.1318,7.77,37.00,99.40,3.425,2460000.5,347.89,3.03
"341844 (2008 EF29)",3.952,0.1593,3.82,126.15,343.02,3.322,2460000.5,41.82,3.03
"341883 (2008 GS104)",3.966,0.1801,9.29,173.78,288.19,3.251,2460000.5,43.51,3.01
"343070 (2009 CK49)",3.959,0.1672,11.14,5.59,202.28,3.297,2460000.5,246.61,3
"343160 (2009 KS2)",3.989,0.0609,5.61,63.88,188.15,3.746,2460000.5,236.91,3.04
"343534 (2010 EG139)",3.971,0.1852,9.04,183.09,72.17,3.235,2460000.5,183.08,3.01
"344913 (2004 RV239)",3.959,0.1847,1.93,332.95,320.99,3.228,2460000.5,170.92,3.03
"344927 (2004 TU62)",3.972,0.1927,1.73,250.82,173.09,3.206,2460000.5,89.53,3.02
"344938 (2004 TG285)",3.98,0.1897,2.59,36.56,31.81,3.225,2460000.5,80.61,3.02
"344945 (2004 VQ21)",3.989,0.2689,12.12,58.74,6.64,2.916,2460000.5,101.94,2.95
"344946 (2004 VM38)",3.937,0.2313,0.05,97.50,301.62,3.026,2460000.5,131.49,3.01
"344947 (2004 VB44)",3.935,0.2724,3.42,105.10,324.35,2.863,2460000.5,118.68,2.99
"344949 (2004 VF52)",3.925,0.3069,4.11,99.43,292.02,2.721,2460000.5,133.59,2.98
"344953 (2004 VQ72)",3.968,0.2805,3.45,69.98,321.04,2.855,2460000.5,124.62,2.98
"344955 (2004 VB81)",3.916,0.0991,3.10,61.06,356.95,3.528,2460000.5,125.48,3.05
"344959 (2004 XH)",3.995,0.2376,6.49,72.86,333.39,3.046,2460000.5,114.56,2.99
"345226 (2005 UY189)",3.95,0.1331,1.96,230.61,267.48,3.425,2460000.5,0.83,3.04
"345240 (2005 UU266)",3.981,0.1619,3.23,159.51,331.73,3.337,2460000.5,7.65,3.03
"345280 (2005 WL39)",3.935,0.1598,3.70,78.44,350.37,3.307,2460000.5,76.45,3.04
"345301 (2005 WJ166)",3.989,0.1893,0.93,350.71,71.29,3.234,2460000.5,82.58,3.02
"345304 (2005 WS197)",3.997,0.0991,2.66,300.79,200.73,3.601,2460000.5,12.14,3.04
"345308 (2005 XA23)",3.986,0.1704,4.80,80.93,28.76,3.307,2460000.5,36.48,3.02
"345367 (2006 AU70)",3.96,0.2316,3.55,144.82,291.99,3.043,2460000.5,96.17,3.01
"345414 (2006 CZ66)",3.959,0.2421,9.97,147.75,262.14,3.001,2460000.5,113.08,2.98
"346260 (2008 ER130)",3.972,0.1220,6.06,134.48,13.94,3.488,2460000.5,347.24,3.04
"346263 (2008 FR83)",3.978,0.1701,3.98,72.81,56.50,3.301,2460000.5,11.83,3.03
"346265 (2008 FA107)",3.948,0.0254,7.24,49.33,343.96,3.847,2460000.5,130.32,3.05
"347413 (2012 SA37)",3.981,0.1002,2.35,355.44,213.73,3.582,2460000.5,258.23,3.05
"347969 (2003 SK33)",3.986,0.3312,4.59,120.20,273.84,2.666,2460000.5,142.65,2.95
"348031 (2003 UT18)",3.964,0.3086,10.61,160.00,227.16,2.741,2460000.5,170.40,2.94
"348259 (2004 TF162)",3.972,0.1997,14.57,39.18,357.26,3.179,2460000.5,113.37,2.97
"348289 (2004 XT70)",3.993,0.2842,10.54,295.65,125.57,2.858,2460000.5,126.06,2.95
"348689 (2006 BD103)",3.952,0.2525,2.97,174.00,246.72,2.955,2460000.5,117.55,3
"348739 (2006 GS3)",3.907,0.1106,6.33,149.89,93.44,3.475,2460000.5,24.57,3.04
"349480 (2008 DS72)",3.988,0.1003,9.82,144.32,62.78,3.588,2460000.5,278.66,3.02
"350054 (2010 RN37)",3.963,0.2264,2.64,4.26,325.89,3.065,2460000.5,226.16,3.01
"350155 (2011 SZ137)",3.969,0.1351,8.57,195.02,200.33,3.432,2460000.5,140.60,3.02
"350325 (2012 UY74)",3.961,0.2332,2.43,198.34,221.26,3.038,2460000.5,98.73,3.01
"351036 (2003 SM157)",3.983,0.3063,5.54,188.16,202.63,2.763,2460000.5,154.30,2.96
"351043 (2003 SL207)",3.979,0.3123,6.65,191.42,192.28,2.737,2460000.5,160.90,2.96
"351046 (2003 SR227)",3.964,0.2756,9.94,8.12,358.83,2.871,2460000.5,171.77,2.97
"351077 (2003 UU53)",3.961,0.3264,8.88,301.75,66.26,2.668,2460000.5,177.89,2.94
"351103 (2003 UC272)",3.975,0.2752,3.56,42.83,329.10,2.881,2460000.5,173.27,2.99
"351339 (2004 XF183)",3.98,0.2685,3.45,42.38,6.46,2.911,2460000.5,134.89,2.99
"351398 (2005 EP240)",3.978,0.1175,4.10,280.35,304.39,3.511,2460000.5,21.56,3.04
"351703 (2006 BS162)",3.973,0.1413,2.79,125.00,296.23,3.411,2460000.5,122.94,3.04
"351712 (2006 BE224)",3.978,0.2107,5.68,158.11,261.12,3.140,2460000.5,119.26,3.01
"351733 (2006 CP67)",3.988,0.2306,3.39,43.03,3.84,3.068,2460000.5,127.59,3.01
"353337 (2010 PN42)",3.941,0.1530,3.38,267.54,5.45,3.338,2460000.5,318.00,3.04
"353665 (2011 UD190)",3.976,0.2570,2.45,313.66,94.45,2.954,2460000.5,147.82,3
"353678 (2011 UK254)",3.956,0.2800,5.95,44.60,303.74,2.848,2460000.5,195.37,2.98
"353692 (2011 UA335)",3.966,0.2181,7.03,348.26,47.14,3.101,2460000.5,164.28,3
"354039 (2001 RN145)",3.953,0.2783,5.60,210.56,103.03,2.853,2460000.5,280.23,2.98
"354626 (2005 EY235)",3.966,0.1235,2.92,26.69,181.27,3.476,2460000.5,62.23,3.04
"354946 (2006 ER56)",3.997,0.2257,13.10,337.65,304.97,3.095,2460000.5,317.02,2.96
"354975 (2006 HU115)",3.919,0.1197,3.62,47.70,146.27,3.450,2460000.5,75.80,3.05
"354980 (2006 JP37)",3.939,0.1551,5.04,122.33,92.16,3.328,2460000.5,59.72,3.03
"355761 (2008 RH11)",3.96,0.1828,3.25,34.53,254.90,3.236,2460000.5,349.85,3.03
"356269 (2009 WR18)",3.997,0.1597,4.11,100.34,193.59,3.359,2460000.5,340.31,3.03
"356792 (2011 UA315)",3.977,0.2264,3.87,134.46,260.07,3.076,2460000.5,163.16,3.01
"356863 Maathai (2011 WZ61)",3.953,0.1109,3.92,210.77,143.39,3.514,2460000.5,215.84,3.04
"358031 (2006 FJ13)",3.964,0.1547,3.14,165.55,65.62,3.351,2460000.5,26.58,3.04
"358972 (2008 RY126)",3.941,0.1269,9.24,199.86,349.51,3.441,2460000.5,99.20,3.02
"359605 (2010 WG13)",3.943,0.1389,6.98,79.33,180.11,3.396,2460000.5,355.24,3.03
"359608 (2010 WQ72)",3.985,0.1436,2.82,256.86,297.29,3.413,2460000.5,85.78,3.04
"359858 (2011 UU401)",3.985,0.1813,2.07,59.85,333.54,3.263,2460000.5,168.73,3.03
"359968 (2012 BT151)",3.941,0.1116,4.83,133.55,119.58,3.501,2460000.5,42.79,3.04
"360779 (2005 EP183)",3.965,0.1699,3.18,180.67,339.70,3.292,2460000.5,112.81,3.03
"360796 (2005 GP103)",3.971,0.1080,2.24,207.57,1.61,3.542,2460000.5,85.77,3.05
"360808 (2005 JM52)",3.961,0.1461,13.04,88.44,72.94,3.382,2460000.5,145.35,3
"361991 (2008 RY123)",3.944,0.1065,1.68,287.91,290.01,3.524,2460000.5,78.00,3.05
"362315 (2009 UN140)",3.953,0.0211,10.83,235.29,301.61,3.869,2460000.5,126.58,3.03
"362608 (2010 XU79)",3.934,0.1241,12.04,109.21,257.23,3.446,2460000.5,258.07,3.01
"363465 (2003 SR261)",3.996,0.3084,13.81,216.55,172.69,2.764,2460000.5,153.03,2.92
"364693 (2007 UQ30)",3.966,0.2290,11.08,171.32,198.30,3.058,2460000.5,355.88,2.98
"365026 (2008 RU121)",3.937,0.1065,11.21,177.92,291.61,3.518,2460000.5,211.18,3.02
"366327 (2013 EJ74)",3.956,0.0411,2.91,81.05,118.50,3.793,2460000.5,65.71,3.06
"367089 (2006 QZ79)",3.956,0.1901,9.35,170.82,181.21,3.204,2460000.5,28.39,3
"367101 (2006 RX11)",3.954,0.2472,4.80,194.42,178.11,2.976,2460000.5,27.27,3
"367118 (2006 SF74)",3.985,0.2220,3.53,150.06,178.58,3.100,2460000.5,59.36,3.01
"367122 (2006 SC128)",3.93,0.2399,1.89,291.83,39.42,2.987,2460000.5,61.59,3.01
"367127 (2006 SP202)",3.996,0.2015,4.41,5.37,6.84,3.191,2460000.5,21.82,3.01
"367128 (2006 SO246)",3.969,0.2409,1.77,34.40,341.06,3.013,2460000.5,24.23,3.01
"367135 (2006 TX29)",3.981,0.2189,2.59,191.60,165.13,3.109,2460000.5,48.84,3.01
"367139 (2006 TL68)",3.994,0.1961,3.43,39.50,295.44,3.211,2460000.5,50.52,3.02
"367261 (2007 TT1)",3.97,0.3213,8.88,180.17,221.50,2.694,2460000.5,315.81,2.94
"368099 (2013 CP)",3.935,0.2077,9.66,141.64,203.37,3.117,2460000.5,220.39,3
"368158 (1998 SE53)",3.996,0.1809,9.48,26.44,336.77,3.273,2460000.5,42.67,3
"368670 (2005 NU)",3.968,0.1760,1.71,154.98,208.78,3.270,2460000.5,45.46,3.03
"368677 (2005 QB68)",3.97,0.2380,2.57,104.94,239.02,3.025,2460000.5,70.74,3.01
"368684 (2005 RB6)",3.991,0.2176,8.84,352.77,353.67,3.122,2460000.5,70.88,2.99
"368900 (2006 SL257)",3.917,0.1484,3.73,219.87,120.32,3.336,2460000.5,73.10,3.04
"368901 (2006 SS327)",3.941,0.2674,3.98,59.25,286.43,2.887,2460000.5,58.72,2.99
"368914 (2006 UA34)",3.944,0.1903,1.44,146.95,150.05,3.193,2460000.5,106.08,3.03
"368924 (2006 UE286)",3.981,0.2453,2.47,195.99,156.87,3.005,2460000.5,53.97,3
"369021 (2007 TO362)",3.933,0.0876,3.93,70.99,270.21,3.589,2460000.5,55.20,3.05
"369536 (2010 XT80)",3.936,0.1349,15.55,104.41,83.65,3.405,2460000.5,105.05,2.98
"369987 (1998 SA51)",3.961,0.2331,3.08,16.78,342.06,3.037,2460000.5,59.02,3.01
"370923 (2005 NY68)",3.984,0.3180,10.14,282.41,40.60,2.717,2460000.5,87.66,2.94
"370929 (2005 PG7)",3.967,0.1830,9.76,126.68,229.65,3.241,2460000.5,61.89,3
"370931 (2005 QB34)",3.953,0.2691,2.75,204.68,142.82,2.889,2460000.5,83.11,2.99
"370937 (2005 QS180)",3.984,0.2221,3.94,66.76,241.29,3.099,2460000.5,104.76,3.01
"370941 (2005 RE42)",3.964,0.2435,2.30,287.59,20.85,2.999,2460000.5,103.95,3
"371105 (2005 VF44)",3.985,0.2547,2.89,22.74,323.16,2.970,2460000.5,63.44,3
"371533 (2006 UM240)",3.972,0.2230,1.62,271.36,55.59,3.086,2460000.5,68.57,3.01
"371837 (2007 VM318)",3.953,0.2070,17.49,242.14,344.96,3.135,2460000.5,170.55,2.94
"371878 (2008 CF36)",3.953,0.1675,4.56,184.77,274.28,3.291,2460000.5,359.72,3.03
"372326 (2009 AN46)",3.936,0.1292,5.83,359.08,251.67,3.427,2460000.5,187.29,3.04
"373115 (2011 GJ83)",3.964,0.2569,9.14,102.72,202.12,2.946,2460000.5,111.57,2.98
"374283 (2005 QF43)",3.951,0.2134,11.58,317.34,14.61,3.108,2460000.5,88.40,2.98
"374293 (2005 SR15)",3.975,0.2026,1.59,269.18,47.11,3.170,2460000.5,107.06,3.02
"374318 (2005 SG286)",3.986,0.1197,1.74,31.65,277.76,3.509,2460000.5,110.36,3.04
"374331 (2005 TH120)",3.983,0.1723,3.09,23.70,258.49,3.296,2460000.5,144.51,3.03
"374382 (2005 UA434)",3.945,0.2068,9.71,44.94,69.10,3.129,2460000.5,29.53,3
"374435 (2005 WM163)",3.965,0.1154,12.62,38.33,272.50,3.508,2460000.5,134.61,3
"374453 (2005 XT8)",3.937,0.2201,2.76,11.77,86.90,3.071,2460000.5,34.37,3.02
"374872 (2006 VO116)",3.983,0.1298,4.55,33.88,283.08,3.466,2460000.5,101.05,3.04
"375179 (2008 DS36)",3.989,0.1619,1.08,300.23,175.75,3.343,2460000.5,0.53,3.03
"375651 (2009 BC27)",3.924,0.0864,4.91,348.65,251.15,3.585,2460000.5,181.24,3.05
"375664 (2009 DZ127)",3.943,0.1020,2.11,215.36,345.62,3.541,2460000.5,250.28,3.05
"375665 (2009 DS141)",3.918,0.1610,2.38,175.66,352.19,3.287,2460000.5,277.56,3.04
"376062 (2010 GU28)",3.97,0.1060,11.75,81.36,132.05,3.549,2460000.5,217.11,3.01
"376335 (2011 GG79)",3.937,0.1668,1.16,135.64,127.12,3.280,2460000.5,140.65,3.04
"376364 (2011 KG9)",3.947,0.1883,3.31,38.14,239.32,3.204,2460000.5,160.26,3.03
"376537 (2012 TW9)",3.944,0.1478,7.18,342.03,182.98,3.362,2460000.5,311.30,3.03
"376684 (2013 QC47)",3.996,0.1956,0.89,2.14,332.87,3.215,2460000.5,72.88,3.02
"377597 (2005 QT70)",3.967,0.3086,7.47,320.69,2.37,2.743,2460000.5,89.35,2.96
"377620 (2005 SB133)",3.924,0.2268,9.78,24.49,74.17,3.034,2460000.5,37.27,2.99
"377626 (2005 SR238)",3.999,0.1600,2.30,356.41,307.60,3.359,2460000.5,108.55,3.03
"377647 (2005 UF128)",3.966,0.2438,6.73,41.01,59.44,2.999,2460000.5,35.77,2.99
"377648 (2005 UD135)",3.947,0.1792,10.07,62.63,49.93,3.240,2460000.5,25.01,3.01
"377654 (2005 UV167)",3.956,0.1949,1.95,343.70,126.17,3.185,2460000.5,17.60,3.02
"377661 (2005 UZ226)",3.987,0.0767,4.34,63.95,117.53,3.681,2460000.5,294.76,3.05
"377665 (2005 UX254)",3.937,0.2326,4.77,66.98,32.95,3.022,2460000.5,39.87,3.01
"377675 (2005 UU380)",3.963,0.1990,3.00,159.87,307.94,3.174,2460000.5,29.62,3.02
"377678 (2005 UD424)",3.943,0.2092,9.97,217.49,283.98,3.118,2460000.5,0.97,3
