"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
"377723 (2005 WJ150)",3.951,0.2541,10.87,26.60,50.80,2.947,2460000.5,58.29,2.97
"377762 (2005 YQ60)",3.979,0.2619,5.50,92.66,355.68,2.937,2460000.5,76.44,2.99
"378186 (2006 XZ16)",3.98,0.1799,8.41,80.81,52.69,3.265,2460000.5,355.82,3.01
"378527 (2007 VK243)",3.945,0.1798,3.59,135.90,356.75,3.236,2460000.5,351.56,3.03
"378531 (2008 AR8)",3.991,0.1532,2.30,120.29,75.82,3.379,2460000.5,272.18,3.03
"378534 (2008 AZ91)",3.961,0.1130,7.98,326.58,242.72,3.514,2460000.5,249.09,3.03
"378550 (2008 CU103)",3.974,0.0576,4.76,260.27,196.01,3.745,2460000.5,19.88,3.05
"378566 (2008 CL205)",3.985,0.0196,4.13,322.82,204.12,3.907,2460000.5,299.63,3.05
"378578 (2008 DE56)",3.946,0.1719,3.72,138.59,358.52,3.268,2460000.5,352.37,3.03
"379136 (2009 DL22)",3.922,0.1799,0.94,243.12,4.44,3.216,2460000.5,197.21,3.04
"379141 (2009 EF26)",3.991,0.1533,2.78,22.94,175.42,3.379,2460000.5,257.62,3.03
"379142 (2009 FR40)",3.966,0.1328,8.82,14.79,209.23,3.439,2460000.5,243.26,3.02
"379781 (2011 HB57)",3.942,0.2307,12.74,127.49,166.50,3.033,2460000.5,139.98,2.97
"380779 (2005 UF403)",3.96,0.2062,3.77,103.40,350.04,3.144,2460000.5,46.33,3.02
"380781 (2005 UN513)",3.972,0.1714,2.06,324.42,162.36,3.291,2460000.5,13.61,3.03
"380782 (2005 UT513)",3.96,0.2647,1.30,3.03,100.33,2.912,2460000.5,31.05,3
"380786 (2005 VF88)",3.948,0.1498,11.96,74.10,19.33,3.357,2460000.5,42.97,3
"380788 (2005 VD135)",3.958,0.1776,3.90,119.55,358.47,3.255,2460000.5,33.06,3.03
"380793 (2005 WQ45)",3.945,0.2775,3.39,259.71,183.24,2.850,2460000.5,64.44,2.99
"380796 (2005 WF101)",3.934,0.2676,3.37,87.17,354.46,2.881,2460000.5,69.72,3
"380917 (2006 EU73)",3.946,0.2065,11.04,11.85,244.65,3.131,2460000.5,4.51,2.99
"381063 (2006 XF58)",3.981,0.2050,3.98,53.08,96.92,3.165,2460000.5,344.16,3.02
"381077 (2007 BR18)",3.964,0.2351,8.46,342.88,128.81,3.032,2460000.5,35.48,2.99
"381117 (2007 DA40)",3.975,0.1239,8.22,126.60,1.97,3.483,2460000.5,5.20,3.03
"381372 (2008 EZ157)",3.925,0.1149,5.94,162.42,314.02,3.474,2460000.5,32.65,3.04
"382260 (2012 TP91)",3.846,0.0734,3.94,70.53,311.68,3.564,2460000.5,125.38,3.06
"382935 (2004 TP155)",3.932,0.1443,9.04,28.15,45.05,3.364,2460000.5,88.50,3.02
"383179 (2005 WM77)",3.985,0.1642,2.11,338.48,113.25,3.331,2460000.5,50.34,3.03
"383205 (2005 YS57)",3.959,0.2653,9.03,294.77,144.48,2.908,2460000.5,83.03,2.98
"383482 (2007 BN14)",3.969,0.1016,2.43,356.51,145.37,3.566,2460000.5,7.20,3.05
"383487 (2007 BV28)",3.946,0.1313,1.75,311.14,181.74,3.428,2460000.5,6.50,3.04
"383514 (2007 CK34)",3.988,0.1257,8.25,322.17,116.03,3.487,2460000.5,57.45,3.02
"383530 (2007 DE45)",3.983,0.1806,1.66,311.33,163.07,3.264,2460000.5,31.46,3.03
"383835 (2008 FD132)",3.963,0.0848,10.58,221.71,291.15,3.627,2460000.5,352.89,3.02
"384857 (2012 ST24)",3.958,0.2864,7.59,11.22,80.12,2.824,2460000.5,65.13,2.97
"384939 (2012 TG106)",3.961,0.1006,3.24,3.71,53.72,3.562,2460000.5,81.23,3.05
"384966 (2012 TQ154)",3.938,0.2720,3.01,37.94,9.95,2.867,2460000.5,98.00,2.99
"385091 (2012 VG3)",3.975,0.1770,3.78,131.92,314.83,3.271,2460000.5,76.13,3.03
"385106 (2012 VG92)",3.929,0.1689,4.21,182.11,220.65,3.266,2460000.5,129.97,3.03
"385107 (2012 VM92)",3.978,0.2601,3.48,154.26,254.89,2.944,2460000.5,114.67,2.99
"385127 (2013 BL60)",3.971,0.1372,4.17,126.89,86.05,3.426,2460000.5,37.02,3.04
"385130 (2013 GH79)",3.966,0.1701,12.16,12.05,242.07,3.291,2460000.5,7.27,2.99
"385553 (2004 TS32)",3.97,0.2895,11.84,9.14,52.13,2.821,2460000.5,96.96,2.95
"385567 (2004 TZ274)",3.923,0.2105,7.39,229.85,169.43,3.097,2460000.5,134.88,3.01
"385780 (2006 AO95)",3.966,0.2597,3.54,156.42,257.63,2.936,2460000.5,101.64,3
"385782 (2006 BG42)",3.937,0.2480,2.44,95.69,312.25,2.961,2460000.5,117.13,3
"385783 (2006 BV50)",3.954,0.2346,3.26,33.64,11.17,3.027,2460000.5,121.87,3.01
"386501 (2009 BA47)",3.92,0.0715,7.72,312.58,241.30,3.640,2460000.5,249.25,3.04
"386750 (2010 BB94)",3.951,0.1662,2.79,176.15,75.05,3.295,2460000.5,204.42,3.03
"387276 (2012 UV122)",3.984,0.2417,3.50,291.97,142.18,3.021,2460000.5,94.51,3
"387341 (2012 WO6)",3.987,0.1913,2.20,211.36,205.12,3.224,2460000.5,110.46,3.02
"387351 (2012 XD2)",3.962,0.2593,8.73,182.58,236.75,2.934,2460000.5,115.42,2.98
"387557 (2001 RE14)",3.922,0.2228,1.37,318.07,354.60,3.048,2460000.5,291.70,3.02
"387570 (2001 SY292)",3.943,0.2258,9.69,11.64,278.31,3.053,2460000.5,323.62,2.99
"387671 (2002 SU33)",3.975,0.2512,8.47,356.20,343.19,2.977,2460000.5,230.91,2.98
"387901 (2004 VA79)",3.98,0.2685,6.70,50.71,23.27,2.911,2460000.5,96.26,2.98
"388366 (2006 UT46)",3.959,0.1040,5.98,65.31,206.79,3.547,2460000.5,150.27,3.04
"388535 (2007 HN31)",3.95,0.2348,1.13,276.06,6.78,3.022,2460000.5,323.32,3.01
"389289 (2009 JX2)",3.955,0.1398,8.65,195.24,322.28,3.402,2460000.5,309.38,3.02
"389346 (2009 UW7)",3.965,0.2099,4.35,88.65,218.14,3.133,2460000.5,298.84,3.01
"389717 (2011 SH30)",3.94,0.1071,1.46,125.04,280.37,3.518,2460000.5,155.90,3.05
"389728 (2011 SX83)",3.939,0.2151,4.67,353.00,42.37,3.092,2460000.5,147.44,3.02
"390085 (2012 UU148)",3.957,0.3197,1.72,134.17,293.85,2.691,2460000.5,96.68,2.97
"390164 (2012 VO101)",3.983,0.2621,2.70,187.82,235.00,2.939,2460000.5,97.82,2.99
"390174 (2012 WU)",3.972,0.1368,2.54,229.30,205.28,3.429,2460000.5,94.34,3.04
"390742 (2003 SY93)",3.98,0.3342,7.64,212.74,192.47,2.650,2460000.5,151.95,2.94
"391210 (2006 HA51)",3.957,0.1535,12.65,198.45,50.39,3.349,2460000.5,13.46,3
"391445 (2007 EU195)",3.946,0.2258,6.95,56.39,245.48,3.055,2460000.5,304.76,3
"392203 (2009 SZ292)",3.98,0.1449,8.76,183.41,51.23,3.403,2460000.5,28.97,3.02
"393172 (2013 CZ59)",3.954,0.1309,2.72,276.45,326.57,3.437,2460000.5,7.24,3.04
"393184 (2013 CR101)",3.958,0.1513,1.78,288.18,312.15,3.360,2460000.5,20.08,3.04
"393187 (2013 CW118)",3.959,0.1982,10.34,151.44,107.89,3.174,2460000.5,14.62,3
"393189 (2013 CN135)",3.928,0.0917,5.33,25.13,169.78,3.567,2460000.5,68.57,3.05
"393263 (2013 VT14)",3.97,0.1759,7.54,265.37,35.63,3.271,2460000.5,119.36,3.02
"393314 (2014 AN8)",3.953,0.1538,2.83,323.71,138.97,3.345,2460000.5,71.67,3.04
"393740 (2005 CC30)",3.986,0.1549,3.82,74.22,219.20,3.369,2460000.5,321.71,3.03
"394119 (2006 EV15)",3.961,0.1565,6.96,11.15,223.79,3.341,2460000.5,12.55,3.02
"394125 (2006 GZ25)",3.91,0.1719,3.56,51.77,185.92,3.238,2460000.5,46.43,3.04
"394131 (2006 HV62)",3.982,0.0900,3.95,76.23,149.49,3.624,2460000.5,39.12,3.04
"394544 (2007 UD37)",3.997,0.2794,9.45,161.58,228.15,2.880,2460000.5,333.45,2.96
"395694 (2012 AQ13)",3.986,0.1535,7.47,318.38,1.65,3.375,2460000.5,285.07,3.02
"396040 (2013 CW29)",3.954,0.1569,3.98,84.45,156.73,3.333,2460000.5,18.28,3.03
"396084 (2013 CH91)",3.93,0.1630,3.03,89.31,118.73,3.289,2460000.5,65.90,3.04
"396103 (2013 CE141)",3.954,0.1335,3.77,70.28,151.55,3.426,2460000.5,36.69,3.04
"396128 (2013 CS198)",3.975,0.2161,6.97,252.55,345.34,3.116,2460000.5,42.82,3
"396136 (2013 CJ222)",3.974,0.1334,2.35,353.91,279.85,3.443,2460000.5,356.80,3.04
"396155 (2013 EY14)",3.904,0.0823,6.59,153.43,103.95,3.582,2460000.5,19.08,3.05
"396182 (2013 GW80)",3.98,0.1436,11.04,179.49,27.18,3.408,2460000.5,101.57,3.01
"396567 (1999 YH15)",3.965,0.2272,5.17,218.96,128.08,3.064,2460000.5,34.57,3.01
"397172 (2005 YS121)",3.941,0.1380,2.90,87.26,346.58,3.397,2460000.5,97.19,3.04
"397215 (2006 HV33)",3.938,0.1774,8.13,41.81,175.61,3.239,2460000.5,53.14,3.02
"398972 (2013 EF49)",3.976,0.1076,1.81,309.92,274.96,3.548,2460000.5,49.11,3.05
"398982 (2013 EC80)",3.944,0.1248,3.65,58.88,124.02,3.452,2460000.5,87.57,3.04
"400013 (2006 KE24)",3.97,0.1793,3.92,72.51,184.78,3.258,2460000.5,28.21,3.02
"400021 (2006 PZ10)",3.98,0.2828,2.37,200.12,160.47,2.854,2460000.5,14.42,2.98
"400025 (2006 QK2)",3.963,0.2305,1.68,291.67,43.52,3.049,2460000.5,35.93,3.01
"400263 (2007 RP137)",3.972,0.2720,1.73,262.41,131.30,2.892,2460000.5,321.47,2.99
"400297 (2007 TQ124)",3.977,0.3239,4.36,63.50,319.66,2.689,2460000.5,342.32,2.96
"400312 (2007 TE244)",3.987,0.1865,7.40,271.49,112.63,3.243,2460000.5,338.83,3.01
"400317 (2007 TP332)",3.932,0.3284,3.26,241.26,127.36,2.641,2460000.5,7.16,2.96
"400345 (2007 VC40)",3.988,0.2959,4.76,130.27,235.26,2.808,2460000.5,352.78,2.97
"400359 (2007 VH173)",3.972,0.3078,12.55,205.19,190.80,2.750,2460000.5,348.99,2.93
"400519 (2008 SB196)",3.977,0.1143,2.07,185.72,241.37,3.523,2460000.5,268.58,3.04
"400528 (2008 SM309)",3.984,0.2506,3.02,176.43,248.15,2.986,2460000.5,284.61,3
"400591 (2009 AZ3)",3.961,0.2513,9.60,83.67,318.01,2.966,2460000.5,331.36,2.98
"401300 (2012 HQ31)",3.982,0.1513,4.10,184.13,342.38,3.379,2460000.5,158.35,3.03
"401540 (2013 EE110)",3.969,0.1439,3.78,66.07,168.80,3.398,2460000.5,51.20,3.04
"401677 (2013 GU132)",3.946,0.0961,4.17,111.17,64.70,3.567,2460000.5,105.30,3.05
"401836 (1999 TX295)",3.972,0.2673,2.36,354.37,43.80,2.910,2460000.5,337.76,2.99
"401843 (1999 VH88)",3.939,0.3107,2.30,208.38,165.29,2.715,2460000.5,9.78,2.97
"401845 (1999 VW116)",3.963,0.2327,3.28,38.14,351.01,3.041,2460000.5,345.92,3.01
"401848 (1999 WE21)",3.99,0.3104,5.04,54.59,329.00,2.752,2460000.5,347.29,2.96
"402556 (2006 PX27)",3.971,0.2960,5.36,216.24,143.17,2.795,2460000.5,12.98,2.97
"402561 (2006 QP54)",3.999,0.2305,3.21,35.68,325.89,3.077,2460000.5,14.86,3
"402861 (2007 RP96)",3.968,0.2511,8.19,37.32,11.09,2.971,2460000.5,328.69,2.98
"402862 (2007 RR105)",3.986,0.2659,3.16,28.92,4.20,2.926,2460000.5,324.57,2.99
"402869 (2007 RY194)",3.98,0.1365,4.56,346.42,55.16,3.437,2460000.5,314.71,3.04
"402898 (2007 TJ12)",3.949,0.2696,6.05,45.08,319.50,2.884,2460000.5,0.51,2.99
"402920 Tsawout (2007 TH142)",3.943,0.2741,12.11,117.65,273.67,2.862,2460000.5,349.16,2.96
"402926 (2007 TT162)",3.953,0.2422,3.08,26.21,355.35,2.996,2460000.5,349.63,3
"402938 (2007 TO260)",3.962,0.2621,3.54,59.46,309.55,2.924,2460000.5,359.31,2.99
"402941 (2007 TA275)",3.954,0.2798,3.57,147.64,243.42,2.848,2460000.5,337.53,2.99
"402949 (2007 TL364)",3.974,0.2813,4.94,232.02,173.20,2.856,2460000.5,334.75,2.98
"402954 (2007 TV385)",3.981,0.2713,10.51,93.55,303.55,2.901,2460000.5,330.22,2.96
"402958 (2007 TG406)",3.968,0.2258,2.46,357.44,41.44,3.072,2460000.5,334.71,3.01
"402966 (2007 UE9)",3.948,0.2699,4.46,103.12,301.68,2.882,2460000.5,337.98,2.99
"402976 (2007 UM132)",3.95,0.2578,3.85,69.51,290.80,2.932,2460000.5,7.54,3
"402980 (2007 UZ141)",3.976,0.2599,2.31,355.70,22.40,2.942,2460000.5,6.10,3
"403011 (2007 VE328)",3.981,0.2440,4.94,304.91,78.33,3.010,2460000.5,5.02,3
"403200 (2008 SL59)",3.953,0.1837,3.92,79.03,21.95,3.227,2460000.5,248.14,3.03
"403237 (2008 VE11)",3.982,0.2920,11.12,77.58,357.13,2.819,2460000.5,277.56,2.95
"403240 (2008 VH70)",3.941,0.1404,4.60,71.69,327.19,3.387,2460000.5,312.05,3.04
"403490 (2009 UJ73)",3.934,0.1985,9.64,33.54,113.32,3.153,2460000.5,164.32,3
"403515 (2009 XZ15)",3.976,0.1270,7.80,278.02,170.70,3.471,2460000.5,255.35,3.03
"403521 (2010 CH70)",3.948,0.1388,6.88,313.27,120.97,3.400,2460000.5,278.54,3.03
"404079 (2012 DL88)",3.942,0.1479,2.10,342.19,175.76,3.359,2460000.5,152.68,3.04
"404273 (2013 EX85)",3.939,0.1960,6.94,126.15,108.15,3.166,2460000.5,54.25,3.02
"404635 (2014 HL13)",3.916,0.1722,3.06,155.58,79.38,3.241,2460000.5,37.69,3.04
"404653 (2014 HT42)",3.991,0.2007,7.27,38.28,231.68,3.190,2460000.5,8.01,3.01
"404977 (1999 VA113)",3.964,0.3321,10.43,71.51,301.52,2.648,2460000.5,18.03,2.93
"404979 (1999 XQ139)",3.949,0.3205,4.73,66.36,298.47,2.683,2460000.5,19.70,2.96
"405928 (2006 PO32)",3.985,0.2675,10.22,92.30,274.58,2.919,2460000.5,16.93,2.96
"405930 (2006 QL69)",3.978,0.2358,3.49,146.87,205.99,3.040,2460000.5,24.08,3
"405931 (2006 QK82)",3.985,0.2329,2.48,10.46,347.44,3.057,2460000.5,16.80,3.01
"405943 (2006 RU57)",3.985,0.2331,3.22,33.29,317.10,3.056,2460000.5,32.74,3
"405998 (2006 SW350)",3.954,0.2280,3.70,93.90,258.78,3.053,2460000.5,37.14,3.01
"406346 (2007 RG111)",3.931,0.2485,3.07,26.09,352.90,2.954,2460000.5,347.11,3
"406377 (2007 RM312)",3.987,0.2314,1.68,255.05,143.27,3.065,2460000.5,314.24,3.01
"406451 (2007 TN401)",3.971,0.2136,2.71,10.05,32.81,3.122,2460000.5,335.79,3.02
"406459 (2007 TH437)",3.964,0.2071,3.10,167.08,253.27,3.143,2460000.5,318.85,3.02
"406571 (2008 AH7)",3.965,0.2703,10.62,263.26,104.28,2.893,2460000.5,17.49,2.96
"408602 (2013 NN1)",3.989,0.1930,11.86,122.31,229.39,3.219,2460000.5,36.36,2.99
"409432 (2005 NZ77)",3.989,0.1862,1.91,156.98,193.78,3.246,2460000.5,50.63,3.02
"409832 (2006 QQ32)",3.943,0.2860,4.82,293.30,56.60,2.815,2460000.5,41.12,2.98
"409841 (2006 RZ23)",3.957,0.2921,4.79,266.71,102.37,2.801,2460000.5,30.21,2.98
"409847 (2006 SJ67)",3.924,0.1070,13.50,182.72,176.93,3.505,2460000.5,46.61,3
"409854 (2006 SN119)",3.95,0.2677,5.80,47.81,315.15,2.892,2460000.5,40.88,2.99
"409856 (2006 SV122)",3.933,0.2837,8.73,82.89,270.81,2.817,2460000.5,41.99,2.97
"409872 (2006 SY254)",3.974,0.1194,3.38,180.01,155.22,3.500,2460000.5,59.04,3.04
"409880 (2006 SU301)",3.982,0.2621,2.82,12.63,347.07,2.938,2460000.5,41.05,2.99
"409882 (2006 SO339)",3.994,0.1805,8.63,42.92,298.97,3.273,2460000.5,43.60,3.01
"409921 (2006 TF94)",3.981,0.2341,2.13,76.88,262.46,3.049,2460000.5,48.30,3.01
"409935 (2006 UJ64)",3.985,0.2887,8.21,267.55,85.18,2.834,2460000.5,41.80,2.96
"409943 (2006 UZ123)",3.946,0.2514,2.76,182.98,171.05,2.954,2460000.5,53.41,3
"409948 (2006 UA195)",3.948,0.2044,1.95,47.48,297.79,3.141,2460000.5,63.21,3.02
"410374 (2007 VD176)",3.949,0.2145,3.83,180.36,163.74,3.102,2460000.5,26.30,3.02
"410386 (2007 VJ282)",3.914,0.1467,0.41,75.99,306.74,3.340,2460000.5,22.53,3.04
"410391 (2007 WV)",3.97,0.2122,7.42,61.90,332.09,3.128,2460000.5,357.24,3
"410404 (2007 XH30)",3.986,0.2250,2.96,169.54,200.02,3.089,2460000.5,14.12,3.01
"412380 (2013 PD43)",3.994,0.0522,11.96,19.65,343.99,3.786,2460000.5,41.64,3.02
"412390 (2013 RG57)",3.976,0.1824,9.20,194.17,127.81,3.251,2460000.5,92.71,3.01
"412991 (1998 TO24)",3.982,0.2629,2.72,21.51,311.64,2.935,2460000.5,50.74,2.99
"413006 (1999 VH154)",3.955,0.1869,0.10,303.97,87.57,3.216,2460000.5,7.44,3.03
"413035 (2001 AQ49)",3.983,0.2600,3.01,169.57,228.85,2.948,2460000.5,338.74,2.99
"413485 (2005 ME30)",3.97,0.2824,6.35,257.10,86.39,2.849,2460000.5,64.78,2.98
"413490 (2005 NR67)",3.935,0.2182,1.85,246.13,102.57,3.077,2460000.5,59.56,3.02
"413834 (2006 SR22)",3.956,0.1868,9.93,64.83,314.22,3.217,2460000.5,25.76,3
"413837 (2006 SH87)",3.983,0.2136,2.76,16.38,347.59,3.132,2460000.5,36.40,3.01
"413843 (2006 SF201)",3.973,0.1407,2.36,214.39,147.45,3.414,2460000.5,46.90,3.04
"413853 (2006 SA407)",3.968,0.2432,3.04,25.67,298.04,3.003,2460000.5,65.47,3
"413861 (2006 UY50)",3.951,0.2647,2.00,324.03,25.33,2.905,2460000.5,48.59,3
"413862 (2006 UY54)",3.962,0.2843,6.33,264.26,85.62,2.835,2460000.5,48.04,2.98
"413865 (2006 UV113)",3.961,0.2230,1.17,345.91,4.30,3.078,2460000.5,51.76,3.01
"414199 (2008 DT15)",3.932,0.2118,13.39,356.55,150.43,3.099,2460000.5,345.07,2.98
"415017 (2011 HS93)",3.939,0.0733,4.94,113.83,206.45,3.651,2460000.5,104.39,3.05
"415440 (2013 RQ88)",3.973,0.1543,7.96,220.03,72.99,3.360,2460000.5,129.08,3.02
"415457 (2014 HL41)",3.916,0.1948,3.84,58.91,207.30,3.154,2460000.5,357.93,3.03
"416857 (2005 NH14)",3.983,0.2502,2.91,184.98,142.03,2.986,2460000.5,82.23,3
"416861 (2005 ND37)",3.97,0.2840,6.18,165.04,158.29,2.843,2460000.5,73.16,2.98
"416862 (2005 NC68)",3.982,0.2813,10.22,120.05,213.84,2.862,2460000.5,56.82,2.96
"416889 (2005 QG116)",3.944,0.1838,0.69,23.75,304.82,3.219,2460000.5,92.66,3.03
"416952 (2005 SZ187)",3.915,0.1814,2.94,181.83,275.10,3.205,2460000.5,25.75,3.03
"417157 (2005 WX21)",3.979,0.1104,9.50,257.58,207.31,3.539,2460000.5,33.04,3.02
"417522 (2006 SY404)",3.999,0.2643,3.31,66.45,293.67,2.942,2460000.5,55.67,2.99
"417527 (2006 TD31)",3.909,0.2814,3.36,38.10,295.50,2.809,2460000.5,77.68,2.99
"417546 (2006 UQ35)",3.954,0.2460,1.69,301.31,45.84,2.982,2460000.5,61.95,3
"417556 (2006 UP90)",3.98,0.2525,5.17,37.00,313.05,2.975,2460000.5,61.98,2.99
"417585 (2006 VO16)",3.944,0.2339,1.78,296.74,55.29,3.021,2460000.5,71.18,3.01
"417611 (2006 WY24)",3.976,0.1905,6.73,106.11,63.37,3.219,2460000.5,297.13,3.01
"417618 (2006 WR93)",3.957,0.2654,6.04,84.21,255.72,2.907,2460000.5,77.52,2.99
"417689 (2007 BQ34)",3.97,0.2162,11.24,123.03,8.98,3.112,2460000.5,6.68,2.98
"417725 (2007 CQ32)",3.973,0.1725,17.56,140.05,352.49,3.288,2460000.5,16.36,2.95
"418085 (2007 VC311)",3.94,0.1222,4.62,100.38,19.27,3.458,2460000.5,333.10,3.04
"418142 (2008 AF59)",3.967,0.1982,1.72,203.26,316.20,3.181,2460000.5,302.19,3.02
"418276 (2008 EJ90)",3.964,0.1998,4.14,189.89,315.09,3.172,2460000.5,349.84,3.02
"418951 (2009 ER30)",3.946,0.1438,3.37,42.35,148.74,3.379,2460000.5,270.57,3.04
"418963 (2009 HC4)",3.924,0.0789,9.22,78.12,79.20,3.614,2460000.5,314.17,3.04
"420270 (2011 KO37)",3.961,0.1633,9.89,98.96,171.71,3.314,2460000.5,156.07,3.01
"420717 (2012 PA6)",3.955,0.1568,4.71,295.05,6.16,3.335,2460000.5,146.05,3.03
"420965 (2013 PS14)",3.948,0.2126,1.81,319.56,17.39,3.108,2460000.5,66.56,3.02
"420983 (2013 PO32)",3.952,0.1428,5.04,280.57,71.80,3.388,2460000.5,73.84,3.04
"421036 (2013 PF68)",3.96,0.2303,4.95,174.39,132.74,3.048,2460000.5,88.32,3
"421126 (2013 QJ84)",3.957,0.2846,10.07,273.65,43.68,2.831,2460000.5,92.53,2.96
"421315 (2013 TY51)",3.965,0.2411,2.00,231.81,97.33,3.009,2460000.5,95.04,3.01
"421414 (2013 WP21)",3.976,0.2371,14.41,92.50,21.51,3.034,2460000.5,25.78,2.95
"422143 (2014 QU434)",3.923,0.1741,3.12,233.81,106.38,3.240,2460000.5,58.36,3.03
"422188 (2014 RB31)",3.97,0.2536,19.49,167.22,223.37,2.963,2460000.5,0.24,2.9
"422457 (2014 SH313)",3.917,0.2204,3.52,158.88,146.91,3.053,2460000.5,86.04,3.02
"423585 (2005 VV97)",3.948,0.1497,7.20,265.48,202.94,3.357,2460000.5,32.83,3.03
"423601 (2005 WP28)",3.989,0.1327,1.86,326.54,148.67,3.459,2460000.5,26.46,3.04
"424484 (2008 DH14)",3.944,0.1040,3.59,65.36,131.95,3.533,2460000.5,297.50,3.05
"424501 (2008 DS64)",3.93,0.0888,11.25,359.82,82.41,3.581,2460000.5,43.79,3.02
"424504 (2008 DX75)",3.97,0.0168,3.47,17.49,237.81,3.904,2460000.5,236.40,3.05
"424506 (2008 DQ80)",3.958,0.2119,5.84,138.59,337.99,3.119,2460000.5,11.23,3.01
"424570 (2008 FB115)",3.982,0.2231,6.63,170.55,326.54,3.093,2460000.5,352.81,3
"426039 (2011 SX174)",3.982,0.1665,6.62,33.77,6.23,3.319,2460000.5,136.95,3.02
"426616 (2013 SH53)",3.941,0.2560,11.25,173.47,154.86,2.932,2460000.5,99.24,2.97
"427130 (2014 UY102)",3.967,0.1757,4.60,126.83,237.68,3.270,2460000.5,46.89,3.02
"427329 (2014 WQ316)",3.994,0.2689,14.59,106.04,229.52,2.920,2460000.5,48.88,2.94
"427896 (2005 UD36)",3.937,0.1619,2.15,223.03,227.77,3.299,2460000.5,46.73,3.04
"427902 (2005 UT126)",3.946,0.2053,1.95,235.20,192.04,3.136,2460000.5,53.33,3.02
"427921 (2005 UK406)",3.949,0.2009,3.66,140.66,335.17,3.156,2460000.5,18.64,3.02
"427924 (2005 UY522)",3.978,0.2061,11.22,120.46,4.93,3.158,2460000.5,0.68,2.99
"427944 (2005 WZ109)",3.974,0.2439,7.24,244.52,215.27,3.005,2460000.5,46.59,2.99
"427952 (2005 WY198)",3.97,0.1669,1.75,325.26,118.66,3.307,2460000.5,57.20,3.03
"427967 (2005 YZ85)",3.981,0.1245,10.48,290.90,117.17,3.486,2460000.5,106.87,3.01
"428622 (2008 FS48)",3.978,0.1180,11.03,18.70,76.95,3.509,2460000.5,40.09,3.01
"429886 (2012 TG21)",3.947,0.1816,1.85,252.97,197.37,3.230,2460000.5,68.72,3.03
"429920 (2012 TQ200)",3.982,0.2223,3.97,150.29,318.98,3.097,2460000.5,39.96,3.01
"429934 (2012 TC286)",3.983,0.0977,2.12,47.95,25.95,3.594,2460000.5,75.76,3.05
"429957 (2012 UG172)",3.969,0.1483,8.46,225.47,203.23,3.380,2460000.5,94.82,3.02
"429966 (2012 VK81)",3.964,0.1174,5.58,70.12,333.74,3.499,2460000.5,125.40,3.04
"430955 (2005 UC514)",3.95,0.1555,2.25,214.08,248.31,3.336,2460000.5,30.18,3.04
"430971 (2005 WL78)",3.993,0.1752,1.87,326.64,133.31,3.293,2460000.5,45.18,3.03
"431347 (2007 BA76)",3.976,0.1923,2.97,177.67,290.21,3.211,2460000.5,44.37,3.02
"431368 (2007 DN103)",3.993,0.1641,0.46,169.72,285.33,3.337,2460000.5,53.27,3.03
"431369 (2007 DN111)",3.953,0.2779,3.88,181.67,274.37,2.855,2460000.5,58.29,2.99
"431768 (2008 HL54)",3.979,0.2052,4.10,116.06,212.07,3.163,2460000.5,240.27,3.02
"432265 (2009 SU30)",3.951,0.2827,4.98,43.66,255.37,2.834,2460000.5,302.86,2.98
"432278 (2009 SW145)",3.973,0.2027,3.80,127.53,173.94,3.168,2460000.5,292.32,3.02
"432914 (2011 QP92)",3.981,0.1715,9.25,276.89,143.13,3.298,2460000.5,108.50,3.01
"432916 (2011 RR7)",3.966,0.0236,5.21,325.16,93.90,3.872,2460000.5,94.32,3.05
"432921 (2011 SB110)",3.964,0.2841,10.62,44.69,351.08,2.838,2460000.5,138.03,2.96
"432931 (2011 US23)",3.964,0.2039,9.97,229.63,137.13,3.156,2460000.5,177.81,3
"433132 (2012 TG191)",3.942,0.2235,7.21,300.12,144.30,3.061,2460000.5,75.11,3
"433162 (2012 TL258)",3.969,0.1823,1.63,151.88,261.94,3.246,2460000.5,93.96,3.03
"433184 (2012 TN317)",3.949,0.2714,4.68,157.53,268.33,2.877,2460000.5,89.17,2.99
"433611 (2013 YV92)",3.922,0.2087,4.00,99.17,349.35,3.103,2460000.5,60.04,3.02
"433615 (2013 YA101)",3.947,0.1358,9.32,28.35,68.20,3.411,2460000.5,69.21,3.02
"433658 (2014 BO26)",3.95,0.1546,6.82,294.50,126.80,3.339,2460000.5,98.56,3.03
"433706 (2014 WF495)",3.961,0.2177,6.11,162.37,322.77,3.099,2460000.5,18.36,3.01
"434009 (2000 WB132)",3.951,0.2335,10.05,216.58,178.60,3.028,2460000.5,311.63,2.99
"434119 (2002 PA173)",3.976,0.1933,3.96,21.46,346.47,3.207,2460000.5,180.97,3.02
"434182 (2002 WU26)",3.979,0.2512,2.03,217.14,140.08,2.980,2460000.5,230.54,3
"435112 (2007 DH70)",3.966,0.2292,6.33,353.18,121.42,3.056,2460000.5,46.28,3
"435140 (2007 GC62)",3.981,0.2796,6.46,244.36,66.63,2.868,2460000.5,293.90,2.98
"435540 (2008 OS1)",3.972,0.2427,14.65,121.34,198.23,3.008,2460000.5,294.27,2.95
"436089 (2009 SX201)",3.983,0.2556,5.93,49.02,248.90,2.965,2460000.5,303.98,2.99
"436090 (2009 ST211)",3.947,0.2084,5.62,141.60,181.79,3.124,2460000.5,290.38,3.01
